Date	Amvets	Bradley McKinley	Broadway	Carle Park	East Main	Freshville	I_74	Locust Street	Mumford	Myra	O_ L_ Johnson	Perkins	Race Street	South Ridge	Staley	Timber Hills	Vine
11/4/2015	311080	24640	66560	7100	73080	24260	717750	300480	11400	858700	2720	4000	192500	14040	110490	6500	219040
11/5/2015	311080	21760	68480	6400	71820	27200	715000	294720	9690	846300	2560	3000	195800	13680	104400	6700	224200
11/6/2015	309060	22720	66560	7700	71190	30200	717750	302400	10830	852500	2640	4000	191400	14040	110490	6600	233700
11/7/2015	315120	21440	72640	7600	73710	26000	717750	282240	10830	846300	2240	4000	193140	15120	114840	6800	222840
11/8/2015	305020	17600	72000	7700	74970	15800	750750	249600	11970	914500	2320	3500	195020	17820	122670	6300	235600
11/9/2015	311080	18240	72000	8720	78120	15600	781000	264000	13110	905200	2640	4500	207440	17280	101790	6800	235600
11/10/2015	300980	18240	68480	7100	71190	21600	709500	324480	10260	852500	2240	4000	189200	14400	99180	5700	256500
11/11/2015	292900	18240	66880	7100	72730	24600	693000	306240	9690	837000	2800	3000	179300	14040	100050	6120	258940
11/12/2015	305020	18880	66560	6900	73710	24600	709500	296640	9690	818400	2400	4000	183240	12600	102660	6200	264100
11/13/2015	290880	17280	71040	5800	71820	25400	709500	313920	10260	793600	2640	3500	182600	13320	113100	6300	252700
11/14/2015	290880	15680	65920	4300	69300	23200	693000	295680	9690	799800	1760	3500	179300	14220	120930	5500	245100
11/15/2015	296940	25920	74240	10180	73990	14800	748000	360960	13110	812200	2160	3000	181500	16560	116090	6600	260840
11/16/2015	298960	25920	69440	7700	77490	14200	739750	280320	12540	886600	2320	4000	187960	18720	93090	6500	270340
11/17/2015	296940	25600	60800	7600	73990	29000	720500	326400	12540	762600	2080	3000	182140	14400	100920	5600	281200
11/18/2015	462580	42240	190400	8300	122220	91180	937750	343680	33630	696240	12400	6500	268400	15120	175740	12600	228000
11/19/2015	583780	84160	234560	9400	157500	78720	1116500	345600	37620	1151940	11200	11000	389580	17460	208930	21700	201400
11/20/2015	460560	58880	127360	7520	116550	34200	940500	326400	20520	1336100	3600	8000	316800	18720	152250	15100	142500
11/21/2015	414100	47680	105280	6900	102690	28600	866250	270720	18240	1193500	3200	6500	281460	16740	143800	12600	134900
11/22/2015	458540	50240	136000	7800	119350	47600	935000	159360	25080	1289600	7360	8000	302500	18900	210540	14200	165300
11/23/2015	444400	54720	124160	8000	117180	30200	918500	106560	21660	1388800	5180	8000	308320	21600	342910	15700	171000
11/24/2015	424200	55680	110080	9100	115290	35200	869000	137280	22230	1255500	4000	7000	294800	18360	327120	13800	167200
11/25/2015	432860	37120	116160	9000	114940	35000	866250	131520	19950	1323700	3920	10000	289620	19260	150510	15500	119700
11/26/2015	438340	37760	116800	9420	117180	31200	871750	109440	22230	1339200	4160	7500	309100	21240	143550	16200	138700
11/27/2015	406020	35200	105600	8800	117810	21600	797500	81600	23940	1326800	4160	7000	307540	19440	113970	14200	155800
11/28/2015	61740	62720	206720	10800	228060	83400	395140	143040	57570	1079380	20800	17000	515440	23760	284000	38000	331680
11/29/2015	138500	113280	292160	11900	228060	46800	414390	136320	55290	1414180	14400	18000	604220	27000	232290	38400	294500
11/30/2015	5760	116480	206400	10700	182070	34400	254030	186240	43890	812780	8240	13500	511360	26280	174870	27400	213340
12/1/2015	595900	97920	172160	9300	158130	39200	700390	328320	35340	626780	6960	11500	470840	22140	166170	22800	186200
12/2/2015	579740	92480	174720	8900	150850	43200	648140	311040	34200	1158140	6800	14500	452100	21600	161220	22500	192440
12/3/2015	545400	80960	151360	8300	139230	33600	595890	316800	29640	1065140	5600	15000	425700	22320	252300	20400	197600
12/4/2015	517120	69440	133760	8600	129150	30400	521640	307200	27360	1568600	4960	10500	393020	20880	429780	18000	193800
12/5/2015	484800	64320	126080	8550	120330	28000	615140	300480	26790	1484900	4240	8500	367720	21420	239630	16700	173440
12/6/2015	452480	57920	124160	8400	120960	22200	824140	323520	25650	1453900	4640	8500	361440	21240	171390	16000	150100
12/7/2015	462580	55360	124160	8300	120960	23200	501530	272640	30780	1435300	5200	8000	354840	22500	143550	15900	129740
12/8/2015	442380	53120	109760	8100	114940	31600	667390	312960	31350	1367100	3680	9000	341000	22500	135230	14700	117800
12/9/2015	432280	50880	105600	7900	108990	33600	1075250	302400	28500	1286500	4080	7000	328120	20160	134850	14300	129200
12/10/2015	416120	48000	101440	7700	107730	33600	1053250	315840	27360	1271000	3520	8140	318220	19440	132240	13900	133000
12/11/2015	424200	47040	104640	7400	105840	33400	1086250	303360	25080	1292700	3920	8000	322300	18180	95700	13600	136800
12/12/2015	397940	42240	94080	6890	100170	38000	1006500	287040	23370	1218300	3520	6000	299840	17460	61770	12400	142500
12/13/2015	393900	40320	94720	8000	102690	35200	1036750	268800	22230	1199700	3920	6000	298420	19620	153120	12700	161500
12/14/2015	434300	48000	115200	7600	114660	49400	1105500	278400	28500	1317500	6640	7000	324360	19800	149640	13800	195700
12/15/2015	551460	94400	216960	7790	148680	57800	656390	328320	39330	1077540	11760	12500	398840	19800	183570	24000	188100
12/16/2015	498940	87040	156480	7200	132300	37400	555410	303360	39330	984540	6240	10000	392700	19800	165300	22800	171540
12/17/2015	480760	74240	145280	6700	132930	33800	565640	288960	34200	1528300	5600	8640	383300	20160	141810	19800	193800
12/18/2015	454500	66560	128320	8200	120330	32200	689390	263040	32490	1447700	4880	8000	361120	19440	135720	17900	207100
12/19/2015	430260	58880	123200	7700	116550	27800	994640	216000	28500	1391900	4320	7500	351860	19080	153120	16100	238040
12/20/2015	422180	48000	117760	6800	117810	22600	449280	128640	29070	1351600	4400	6500	344300	20160	166930	15200	218500
12/21/2015	410060	48960	109760	8100	115920	23400	350280	87360	31920	1326800	4880	8000	344940	18540	113970	15700	190000
12/22/2015	158700	129280	338560	10700	248850	65800	536420	163200	74100	1423480	24400	19500	635980	23220	347130	52300	362900
12/23/2015	53660	109760	230400	10000	192150	35200	423670	138240	53580	866880	11200	14500	550180	23220	500250	35300	215780
12/24/2015	158700	130880	213760	10800	220500	56800	825170	158400	63270	1299480	19360	17500	619940	23940	501990	49000	275500
12/25/2015	158700	126720	281600	11700	211330	31200	747310	137280	66690	1256080	13850	16640	640060	23220	218370	42200	239400
12/26/2015	33460	98880	194880	9430	176400	23600	492420	142080	53580	831380	10560	13000	559440	20520	120060	31300	188100
12/27/2015	115400	243840	210240	22100	424620	116840	1189580	397440	139080	1304560	48240	37000	1104260	26460	352350	82780	497160
12/28/2015	474080	362560	174720	41300	558670	79600	742670	21440	212610	577260	55040	36000	668500	32760	416740	105240	286660
12/29/2015	588700	400960	174720	57130	68650	115160	583960	330560	307230	1142280	72920	50000	547000	36360	599430	127520	623440
12/30/2015	261120	296960	275200	34300	366030	40800	745530	403200	179550	1803040	31040	22000	1173020	28440	319290	76100	309260
12/31/2015	149740	209600	275200	22850	247590	29000	1207860	262080	108870	1275260	18560	17000	1164480	25200	240120	48900	575700
1/1/2016	560680	166400	223040	20200	215460	25200	662500	207360	90060	456860	14880	14000	921800	25740	187920	37300	410940
1/2/2016	403120	138240	229760	19500	202230	19600	772720	189120	78660	1349080	12800	14000	801620	21420	183570	30300	330600
1/3/2016	277880	120960	202240	15900	185220	19200	749730	172800	72960	1082480	11760	13000	744420	22320	167910	26600	283100
1/4/2016	170820	104320	177600	14000	170730	18000	182700	153600	66690	961580	10320	12000	722240	22860	130500	24400	258940
1/5/2016	71840	94720	157440	11700	148050	21800	138700	164160	60990	744580	8720	9000	683740	20520	329730	21300	222300
1/6/2016	33460	85120	153600	11200	136360	21800	119780	153600	57000	1241840	8320	9500	642260	19260	428910	19400	191900
1/7/2016	646400	81600	146240	11300	117810	23800	130450	150720	54720	1130240	7680	9000	595100	21420	398480	18500	193800
1/8/2016	610040	74560	136960	10720	123480	21400	652820	144000	53580	1664700	6880	8000	554400	19800	134850	17800	209000
1/9/2016	595900	73280	140800	10100	126000	27400	292920	147840	51300	1624400	7680	8500	520300	20160	153120	17600	228000
1/10/2016	25380	91520	194560	12100	146160	33600	1003040	145920	57570	1117840	13840	11500	543400	20700	165680	23000	281200
1/11/2016	59720	107520	194880	10000	147700	24200	473190	149760	58140	639180	10720	15000	561640	23040	146160	27800	273600
1/12/2016	5180	90880	162240	10100	135100	25400	711560	150720	55290	1089940	10920	10500	515440	20160	148770	23000	256500
1/13/2016	618120	79360	144640	9500	128520	26800	596920	149760	53010	1027940	7920	9500	480880	20340	120930	20100	248900
1/14/2016	608020	72000	140480	8700	120960	27400	642640	145920	47880	1584100	7280	8500	465480	19980	30450	19800	248900
1/15/2016	591860	66880	134080	10100	119980	29400	714140	142080	50160	1519000	7200	8500	449900	19260	96570	17900	243740
1/16/2016	587820	67520	142720	10000	119700	35400	316750	145920	46170	1466300	8010	8000	449760	18540	147900	17400	247000
1/17/2016	579740	67840	136640	10200	119700	24600	464390	145920	43890	1457000	6540	7500	427900	17460	147900	17000	243200
1/18/2016	567620	63040	127680	9740	117180	22660	842530	190080	41040	1450800	6560	7500	416440	20520	124410	16500	237500
1/19/2016	563580	61760	111360	8000	115290	22660	174870	264000	39330	1407400	6400	6500	407320	22320	128760	15400	229900
1/20/2016	529240	62080	112000	8930	107730	25400	600130	326400	33630	1323700	5840	7000	385000	18000	123540	16200	222300
1/21/2016	519140	54400	103680	7500	103950	29200	231320	343680	34200	1283400	5200	6000	378400	19080	56550	14500	235600
1/22/2016	507020	52800	102400	7990	102060	27800	675810	337920	31350	1249300	5280	6500	368820	18180	9570	13900	233700
1/23/2016	492880	50240	99840	8600	101430	31400	323810	300480	32490	1258600	4880	6000	357500	16560	0	13400	239940
1/24/2016	502980	48640	103360	8100	103320	20000	729690	280320	33060	1302000	4640	7500	363640	19800	102910	13100	252700
1/25/2016	505580	49920	101120	8400	104860	21000	471650	280320	33630	1398100	4960	7000	365200	20700	107020	13500	267900
1/26/2016	492880	49920	97920	7600	101430	39600	516860	328320	32490	1264800	5040	6000	353420	18540	112230	12700	273600
1/27/2016	482780	50560	97920	8100	98280	30200	142330	339840	29070	1240000	4640	6000	342740	18180	115710	13100	273600
1/28/2016	480760	47360	97600	9600	100170	30400	663910	330240	27930	1205900	4080	5500	332200	16740	102660	13600	229900
1/29/2016	482780	48000	99520	9700	97650	27400	721330	309120	31920	1212600	4240	5500	329540	16740	109620	15200	224200
1/30/2016	462580	43520	97280	9500	100170	27000	1116760	310080	27360	1205900	3840	6000	322300	17640	119190	12900	216600
1/31/2016	490860	45440	112640	10600	113400	21920	1151190	495360	31350	1255500	4800	5500	339900	17820	137460	13100	209540
2/1/2016	498940	45760	106880	10700	112140	27400	1169670	368640	29070	1283400	4960	6000	345400	19080	112230	14400	205200
2/2/2016	466620	46400	90560	9800	102690	32600	1182870	273600	25650	1196600	3920	5500	314140	16380	124410	12100	199500
2/3/2016	498940	51520	138560	10100	114660	52340	897200	332160	33060	1308200	6970	9640	346360	18180	128760	15600	220940
2/4/2016	603980	65600	179200	11400	135100	39800	1117840	322560	36480	1093040	8440	7780	450540	18180	148770	25900	224200
2/5/2016	561560	61760	145280	11500	127260	28600	1277670	321600	35340	938040	6490	8500	422900	17100	129630	21800	218500
2/6/2016	535300	59520	135680	10500	120960	26200	828780	321600	34200	882240	6000	8000	402920	17100	129630	19700	233700
2/7/2016	539340	56640	136000	8700	121870	19600	856280	268800	33630	1491300	5980	9000	404660	18540	135720	18200	229900
2/8/2016	545400	58240	129600	10100	123480	20800	702300	280320	37050	1550000	6480	8500	412500	20700	113970	17900	218500
2/9/2016	502980	54080	117440	14100	117810	29400	737500	324480	31350	1407400	5440	7500	383440	18540	113100	15600	228540
2/10/2016	498940	50880	116160	7500	110250	25400	857270	327360	31350	1382600	5360	6500	376520	17820	112230	15100	241300
2/11/2016	494900	50880	103680	7500	108360	24400	852500	313920	26790	1336100	4800	7500	367400	18540	108750	13800	237500
2/12/2016	470660	49280	103040	7300	98910	24400	899250	294720	24510	1292700	4800	5000	352000	17100	116580	14300	245100
2/13/2016	474700	45760	101760	7820	97020	26600	265890	295680	25650	1258600	4640	6000	353740	17820	115710	14100	254600
2/14/2016	484800	44160	102400	8200	98910	17800	937750	257280	27360	1308200	4160	7500	350900	18540	125280	13200	199500
2/15/2016	482780	44800	106880	7200	102060	16800	937750	273600	30210	1311300	5120	6500	352000	19440	104400	13300	172900
2/16/2016	464600	48000	102080	8370	97650	23800	926750	301440	27360	1295800	4960	6500	349340	20340	106140	12600	237500
2/17/2016	464600	50560	92480	6400	94500	28200	888250	314880	25080	1116000	4560	5500	333300	17640	97440	12000	272240
2/18/2016	438340	46080	93760	6800	91980	30600	885500	288000	22800	1016800	3920	5500	308960	16020	109620	11500	256500
2/19/2016	452480	43840	100480	7000	91980	32780	880000	299520	22800	1038500	4480	6000	306760	15660	115710	12200	243200
2/20/2016	448440	44480	103360	6800	93240	29200	924000	285120	26790	978100	4400	5000	309740	15120	123540	12100	229900
2/21/2016	452480	41600	110080	7000	97930	20800	929500	271680	23370	1091200	4320	5500	330000	18900	125280	13000	138700
2/22/2016	462580	43840	100480	7900	98280	19400	915750	236160	25650	1143900	4880	5640	328440	18000	108750	12800	106400
2/23/2016	430260	42880	88320	9710	93870	29000	880000	356160	21660	1001300	3440	5000	311340	16920	104400	10600	119700
2/24/2016	412080	47360	85440	6900	92610	31600	874500	402240	20520	998200	6080	6000	305020	14760	105270	11500	146840
2/25/2016	446420	45440	95360	7600	110250	44800	863500	310080	24510	1091200	5200	6000	319000	17820	98310	11700	174800
2/26/2016	472680	48320	118080	8020	101260	62720	915750	315840	25080	1097400	6480	5500	321520	16380	140070	13500	191900
2/27/2016	472680	47680	125760	7400	98910	39800	910250	276480	30210	1140800	5520	5500	332200	16920	148770	13600	201940
2/28/2016	505000	49280	124800	8000	108360	24600	984500	238080	32490	1221400	7120	6000	361440	19440	139200	14400	229900
2/29/2016	535300	52800	133440	10620	114310	21200	981750	256320	35340	1379500	6880	8500	384860	21420	117450	15900	252700
3/1/2016	507020	49600	115520	10700	108360	36000	904750	292800	29640	1283400	5920	7500	387200	19800	116580	13500	236140
3/2/2016	488840	50560	112960	14500	102060	32800	910250	285120	32490	1249300	5820	7000	372900	18540	116580	14000	233700
3/3/2016	478740	48320	112640	14300	100170	25400	891000	287040	29640	1187300	5040	8500	361120	18720	113970	13400	222300
3/4/2016	482780	50880	109120	15600	103950	30000	896500	284160	29640	1196600	6000	7000	367580	17640	120060	13900	250800
3/5/2016	492880	48960	114880	14000	106470	25600	921250	263040	29640	1227600	5280	6500	371340	18360	129630	13700	254600
3/6/2016	488840	45760	114560	13000	108640	19200	932250	239040	27930	1249300	5280	6500	375420	19620	138330	14900	245100
3/7/2016	486820	45760	109440	8900	106470	20600	943250	245760	29070	1227600	5920	7000	376200	21600	113100	15700	247000
3/8/2016	486820	49600	103680	8600	104580	34600	904750	305280	30210	1233800	5760	6500	367400	18360	125280	14800	251340
3/9/2016	474700	48000	99200	8800	102240	32400	891000	318720	27360	1178000	5280	5500	359700	18720	116710	16200	243200
3/10/2016	476720	47680	98880	8100	100450	35600	882750	293760	27930	1165600	5680	6500	352000	17640	307110	15500	243200
3/11/2016	488840	47040	104640	9000	103320	36800	899250	289920	27930	1181100	5760	6500	361900	17640	426300	15700	272240
3/12/2016	472680	45440	97920	7900	100800	24400	902000	271680	25650	1122200	4640	6000	345400	16380	398460	14500	256500
3/14/2016	482780	45440	101760	9600	107100	16800	915750	247680	26790	1181100	5210	7000	357360	18900	146160	14100	277400
3/15/2016	15280	74240	202560	10700	171360	83600	1039500	297600	54720	1071340	20080	12500	511360	23400	167910	27300	350140
3/16/2016	39520	93440	215360	12400	168840	39000	1023000	322560	47880	1142640	13280	13500	552200	20880	155730	30700	248900
3/17/2016	654480	81280	148160	11500	149310	32000	1058750	314880	45030	1034140	10960	11500	511040	20880	153990	27200	229900
3/18/2016	614080	75840	154240	10500	136080	27600	1025750	304320	47880	1565500	9040	10500	478680	19260	137460	23400	201940
3/19/2016	583780	67840	135680	12220	125650	25800	973500	311040	48450	1441500	7920	8500	456500	19440	127400	21000	209540
3/20/2016	559540	61760	123840	10000	117810	23600	962500	263040	45030	1357800	7340	7500	433400	18360	144420	18400	224200
3/21/2016	533280	59520	123200	9000	118440	16000	943250	137280	42180	1373300	6560	7000	428860	18540	141810	17700	215240
3/22/2016	509040	56320	112640	9550	112140	16600	935000	103680	43320	1332700	6800	7000	421940	18360	121800	15800	193800
3/23/2016	498940	56000	110080	10200	107730	18200	896500	125760	35340	1221400	6400	6000	407000	16380	122670	14000	169100
3/23/2016	478740	54080	110400	9200	107100	19060	880000	108480	34200	1224500	5680	6000	391600	17280	125160	14000	184300
3/24/2016	432280	50560	104320	8600	98280	18400	830500	98880	30210	1128400	5120	5000	364420	17100	112230	12400	176700
3/25/2016	490860	62720	126080	9100	113400	56400	948750	100800	35910	1255500	8400	7000	393660	16560	140940	15800	210900
3/26/2016	476720	58880	109440	10500	105840	25400	959750	95040	31920	1249300	6320	5000	375420	18360	140940	14800	178600
3/27/2016	476720	51200	104320	9100	106470	14600	918500	82560	31350	1181100	5200	6500	371800	18540	130500	14200	163400
3/28/2016	521160	58240	123520	9800	119700	40400	913000	133440	36480	1311300	9520	7000	398200	20700	105270	16000	203300
3/29/2016	587820	67840	139520	9300	124740	32120	1006500	309120	42180	1410500	9360	6000	440640	19440	133980	16700	193800
3/30/2016	545400	62080	124160	9200	113400	25200	962500	310080	38190	1308200	6880	6000	408280	18180	127890	16200	178600
3/31/2016	650440	90560	213760	11000	141750	82180	1108250	302400	55860	928740	16480	10500	477720	19080	176610	25600	274680
4/1/2016	506140	195520	349440	17400	241920	81120	254030	338880	102600	515760	28560	19500	895400	28800	240990	64300	521140
4/4/2016	100120	110080	189440	14100	154630	22920	430890	282240	59850	1210840	10480	11500	581440	22680	401070	28600	232340
4/5/2016	23360	95680	159360	17300	134820	25000	345640	305280	40470	987640	8960	9000	531300	21960	149770	23400	201400
4/6/2016	45580	87680	144320	17400	125370	25600	301640	310080	58710	1646100	8480	7500	603900	21600	139200	21000	197600
4/7/2016	350600	120640	258240	20500	172620	76200	455640	348480	80940	219420	20720	13500	888340	20340	194880	36400	361000
4/8/2016	366760	139840	264960	13600	183330	44800	518890	335040	87780	1169280	17120	17000	865240	22320	194010	44900	333040
4/9/2016	166780	111680	216640	19150	157500	35600	428140	306240	76950	1334840	12720	13140	655600	22680	168780	34300	252700
4/10/2016	104160	97280	187520	14520	145810	24260	411640	283200	71250	1229440	11600	10500	602340	23400	177480	28900	212800
4/11/2016	96080	95680	218560	17300	152390	47200	428140	279360	72390	1297640	15040	11500	611920	24480	154860	27700	248900
4/12/2016	120320	103360	235840	14300	176400	44400	403390	315840	75810	775580	15120	14000	651840	22140	154860	30800	258400
4/13/2016	57700	92160	192960	12620	155610	41400	348390	305280	70680	1903900	11680	12000	599040	22320	130500	29200	214700
4/14/2016	23360	80640	168960	12500	147070	37000	323640	302400	62700	848400	11200	11000	577360	21060	144420	25300	212800
4/15/2016	640340	76800	156160	12700	136080	35200	301640	309120	59280	2551500	10400	10000	553480	21420	144420	23100	205200
4/16/2016	620140	69440	144960	12400	129780	33600	290640	299520	53580	2551500	8880	9500	533500	19620	138330	21200	186740
4/17/2016	593880	65280	139840	10300	128800	27200	274140	290880	50160	2551500	8720	8000	526120	19620	142680	19000	182400
4/18/2016	589840	63680	128640	11250	125370	22400	260390	277440	50730	0	7760	7500	511040	21060	121800	18100	171000
4/19/2016	559540	63040	120000	10800	114660	33920	210890	311040	44460	605500	7360	7000	486240	20880	123790	16600	156340
4/20/2016	531260	59200	115520	10100	112770	32720	205390	307200	43890	1561000	6960	7500	459020	19440	128760	16300	152540
4/21/2016	529240	59200	117760	9700	109620	38000	208140	300480	42750	1515500	6640	6500	446600	19440	140940	15700	153900
4/22/2016	537320	62080	120320	12200	114030	43000	230140	302400	50160	1564500	7920	7000	449300	18540	133980	16600	172900
4/23/2016	533280	56000	121920	9300	107100	35400	252140	298560	43890	1540000	6860	6500	447740	19800	142680	17400	178600
4/24/2016	531260	57280	114880	8700	110250	24200	232890	267840	45030	1498000	5680	6000	435920	19260	140940	15500	165840
4/25/2016	507020	55680	116480	10400	110530	25000	224640	283200	45030	1494500	6320	6500	428860	19260	118320	15600	165840
4/26/2016	494900	53120	108160	10100	103320	34400	183390	334080	35340	1417500	5920	5500	412500	17460	270570	13600	163400
4/27/2016	488840	51200	101440	9900	98910	32400	186140	339840	34200	1368500	5680	4500	391600	16020	359070	11100	125400
4/28/2016	472680	49280	104000	9800	101430	27000	164140	365760	31920	1326500	4880	5500	387060	17820	117450	12200	106400
4/29/2016	75880	60160	228480	13200	144550	62320	265890	409920	64980	1981000	13120	8500	622140	18720	141070	24900	235600
4/30/2016	618120	54080	143360	12100	118440	29120	241140	382080	49590	1701000	6720	6500	525340	18540	143930	19700	136800
5/1/2016	166780	73600	216960	15220	162820	67320	312640	408000	67830	2243500	21360	12500	668340	20880	187050	31700	277400
5/2/2016	180920	72320	291520	19100	168210	43380	381390	385920	62700	2422000	16080	13500	703540	21780	153120	39300	241300
5/3/2016	98680	67200	265280	15600	154350	41400	334640	375360	53010	2191000	12800	14500	614120	21240	137460	38800	180500
5/4/2016	23940	57600	204800	14000	139230	37200	263140	378240	51300	1960000	10400	11500	571540	21600	131370	32440	146300
5/4/2016	23940	57600	204800	14000	139230	37200	263140	378240	51300	1960000	10400	11500	571540	21600	131370	32440	146300
5/5/2016	651020	59840	191360	14100	134820	37200	263140	375360	47310	1918000	10170	11500	546240	20520	138330	28500	138700
5/5/2016	651020	59840	191360	14100	134820	37200	263140	375360	47310	1918000	10170	11500	546240	20520	138330	28500	138700
5/6/2016	610040	40000	156160	12600	124740	33000	219140	351360	41040	1764000	8240	9500	500360	21420	130500	23900	123500
5/6/2016	610040	40000	156160	12600	124740	33000	219140	351360	41040	1764000	8240	9500	500360	21420	130500	23900	123500
5/7/2016	565600	51840	141440	10900	122780	30520	219140	284160	39900	1624000	7360	8000	467820	19440	140940	21860	112100
5/8/2016	539340	52160	149760	12100	121590	24400	230140	244800	38190	1610000	7120	7500	451000	20880	145290	22000	104500
5/9/2016	539340	51840	133440	11300	118440	27200	205390	241920	39900	1575000	7680	6500	451640	21960	132240	18600	98800
5/10/2016	573680	58560	156480	11000	122220	61520	227390	297600	41040	1624000	11280	7500	458240	20880	143550	19100	106400
5/11/2016	612060	69760	202240	11200	135450	56060	301640	307200	44460	1799000	12160	9000	479320	19620	157470	25700	117800
5/12/2016	587820	66240	183040	11000	122850	49000	1025750	294720	37620	1676500	10160	8500	458240	20700	301890	25700	112100
5/12/2016	587820	66240	183040	11000	122850	49000	1025750	294720	37620	1676500	10160	8500	458240	20700	301890	25700	112100
5/13/2016	563580	66880	176000	10400	131320	39800	642640	300480	37050	1690500	8720	9500	445500	18720	356700	27500	101500
5/14/2016	553480	63040	162880	10500	120330	40400	234780	284160	39900	1543500	8160	8500	424920	21600	153120	24200	89300
5/14/2016	553480	63040	162880	10500	120330	40400	234780	284160	39900	1543500	8160	8500	424920	21600	153120	24200	89300
5/15/2016	612060	68800	231040	12800	136360	39200	350280	179520	49590	1802500	12320	10000	478500	22500	161820	28700	96900
5/15/2016	612060	68800	231040	12800	136360	39200	350280	179520	49590	1802500	12320	10000	478500	22500	161820	28700	96900
5/16/2016	586380	64320	172480	11500	128170	28800	287030	126720	42750	1673000	8880	9500	452740	23580	134850	25500	83600
5/17/2016	535300	62080	143040	10400	116550	30800	144030	116160	35910	1561000	6880	8000	423500	21600	127020	21300	62700
5/18/2016	519140	57600	131200	9900	111160	31440	89030	109440	31350	1501500	6720	7500	410160	19800	127020	20300	66500
5/18/2016	519140	57600	131200	9900	111160	31440	89030	109440	31350	1501500	6720	7500	410160	19800	127020	20300	66500
5/19/2016	505000	51520	129280	8400	110880	28460	67030	111360	30780	1442000	6080	7000	391140	19440	122670	19200	62700
5/19/2016	505000	51520	129280	8400	110880	28460	67030	111360	30780	1442000	6080	7000	391140	19440	122670	19200	62700
5/20/2016	478740	49920	120320	8500	105210	27980	56030	103680	27930	1379000	5280	6500	369920	19980	127020	18300	64600
5/20/2016	478740	49920	120320	8500	105210	27980	56030	103680	27930	1379000	5280	6500	369920	19980	127020	18300	64600
5/21/2016	482780	46720	123200	8100	103320	24600	61530	99840	23940	1330000	4560	6000	368820	18900	133110	17000	62700
5/22/2016	466620	48640	118080	8200	104580	21000	69780	89280	22800	1347500	4640	6000	364740	19620	126150	17200	70300
5/23/2016	464600	49280	118720	8200	103950	17800	157780	76800	25650	1347500	4320	6500	359700	19980	107010	16300	72200
5/23/2016	464600	49280	118720	8200	103950	17800	157780	76800	25650	1347500	4320	6500	359700	19980	107010	16300	72200
5/24/2016	442380	51520	107520	7700	98560	24600	89030	110400	22230	1242500	4000	5000	338020	16740	112230	15200	43700
5/25/2016	420160	48640	105280	8200	93870	26920	78030	111360	18810	1176000	3760	6000	315700	15840	117450	14200	45600
5/25/2016	420160	48640	105280	8200	93870	26920	78030	111360	18810	1176000	3760	6000	315700	15840	117450	14200	45600
5/26/2016	420160	50240	95680	7600	91350	25200	42280	100800	22230	1165500	3840	4500	309740	16740	127890	13700	58900
5/26/2016	420160	50240	95680	7600	91350	25200	42280	100800	22230	1165500	3840	4500	309740	16740	127890	13700	58900
5/27/2016	432280	49280	104320	8200	95130	36860	53280	122880	18240	1176000	4800	6000	312720	16200	126150	14300	68400
5/28/2016	438340	52800	124160	8800	97020	36800	94530	106560	18240	1218000	5260	5000	325140	18000	135720	13900	62700
5/29/2016	458540	53120	124480	8400	101430	26000	127530	91200	19950	1235500	4320	5000	325600	18900	136590	15800	64600
5/29/2016	458540	53120	124480	8400	101430	26000	127530	91200	19950	1235500	4320	5000	325600	18900	136590	15800	64600
5/30/2016	434300	48640	113920	7700	94500	22800	39530	76800	18240	1176000	4400	4000	310200	15840	108750	13800	53200
5/31/2016	420160	45440	112320	8300	93870	18920	628890	74880	17100	1179500	3920	5000	309100	17640	106140	13700	55100
6/1/2016	414100	104320	97600	8600	88830	45400	413530	205440	14820	1137500	3360	4000	303600	16560	168780	12400	49400
6/1/2016	414100	104320	97600	8600	88830	45400	413530	205440	14820	1137500	3360	4000	303600	16560	168780	12400	49400
6/2/2016	430260	132480	99200	10100	91000	49000	633530	162240	14820	1102500	4160	4000	298740	16380	368010	12500	49400
6/3/2016	404000	93760	101760	10000	83790	34400	243030	139200	15390	1085000	3760	5500	286000	17820	301890	12600	45600
6/4/2016	375720	73600	97920	8200	85050	31400	174280	134400	11970	1085000	3040	3500	277200	16740	144420	11500	49400
6/5/2016	521160	119360	178560	8200	115290	75860	435530	151680	30210	1410500	10000	7000	381100	18180	196620	16400	172900
6/5/2016	521160	119360	178560	8200	115290	75860	435530	151680	30210	1410500	10000	7000	381100	18180	196620	16400	172900
6/6/2016	482780	111360	126080	8300	105210	33800	377780	132480	25080	1379000	4800	5500	363320	21420	147030	16100	121600
6/6/2016	482780	111360	126080	8300	105210	33800	377780	132480	25080	1379000	4800	5500	363320	21420	147030	16100	121600
6/7/2016	440360	83200	105920	8200	100170	37000	215530	144960	18240	1246000	3600	4500	324500	18180	140940	13000	93100
6/7/2016	440360	83200	105920	8200	100170	37000	215530	144960	18240	1246000	3600	4500	324500	18180	140940	13000	93100
6/8/2016	408040	68160	92480	7000	92610	35000	149530	137280	14250	1158500	3360	5000	298780	18540	127890	13000	87940
6/8/2016	408040	68160	92480	7000	92610	35000	149530	137280	14250	1158500	3360	5000	298780	18540	127890	13000	87940
6/9/2016	387840	62720	87680	6600	89460	30400	127530	128640	13110	1109500	2880	5000	292600	18360	128760	12100	81700
