Date	Amvets	Bradley McKinley	Broadway	Carle Park	East Main	Freshville	I_74	Locust Street	Mumford	Myra	O_ L_ Johnson	Perkins	Race Street	South Ridge	Staley	Timber Hills	Vine
3/9/2015	375720	41920	121800	8600	117180	47400	866250	237120	18810	1274100	5280	6000	318860	14580	143550	12400	53200
3/10/2015	462580	51200	162750	8800	137340	52120	913000	255360	22230	1475600	7760	8000	370700	14040	136970	22000	64600
3/11/2015	537320	63040	194250	9200	134190	48800	918500	302400	25650	1559300	10720	9000	410940	14760	127890	26000	102600
3/12/2015	612060	76480	209300	9700	148050	53600	960520	300480	37620	1105440	12800	11000	488400	16020	150510	24900	146300
3/13/2015	600520	73280	185150	10800	141120	41200	968000	297600	39330	1634700	9920	9500	481520	16020	274920	21900	123500
3/13/2015	559540	69760	156800	9900	133560	29000	965250	284160	38760	1596500	7520	8500	454300	16740	453270	19400	112100
3/14/2015	535300	60800	149450	9800	131670	31600	929500	275520	36480	1512800	7680	9000	440320	16020	437610	18200	108840
3/15/2015	564160	63680	158200	9700	139860	25800	1009250	254400	37050	1581000	7520	9500	461720	16920	232290	18500	104500
3/16/2015	547420	58240	144200	10500	134820	29000	954250	264000	35340	1546900	6560	9000	452100	19800	142680	17800	95000
3/17/2015	525200	54720	139650	9500	124740	30000	913000	288960	33630	1457000	6480	7500	432300	16020	127020	15000	91200
3/18/2015	480760	51200	127400	9400	116550	30800	902000	276480	28500	705540	5600	8000	409200	16380	132240	14300	77900
3/19/2015	463160	48000	125300	9800	115290	26000	808500	278400	29070	1348500	5440	8000	399300	15840	123170	14300	77900
3/20/2015	460560	48000	118300	9700	113400	27200	844250	275520	27930	1274100	5360	7000	386100	16380	127020	14400	74100
3/21/2015	472680	48960	114100	10100	113400	30600	871750	247680	27360	1243100	5200	7500	393800	17100	136590	12500	70300
3/22/2015	450460	86720	119000	9800	111510	24800	844250	123840	25650	1271000	5440	7000	379040	17460	149640	12300	62700
3/23/2015	432280	48960	118650	10400	110880	21600	816750	85440	24510	1212100	5440	7000	371660	16200	125280	11500	64600
3/24/2015	410060	47360	100800	11400	100800	29600	767250	96000	23370	1200700	4400	5500	355300	17640	121800	10600	57540
3/25/2015	381780	45760	105350	8300	95760	27600	753500	95040	23370	1147000	3840	6500	335360	17280	132240	11100	55640
3/26/2015	373700	49920	120400	8100	104580	36000	797500	120000	26790	1233800	5680	6000	347600	14940	146790	12200	58900
3/27/2015	454500	57920	200550	10300	121590	48000	899250	114240	33060	1447700	11820	8000	400400	16560	174870	16300	93100
3/28/2015	418140	57600	191450	8300	113400	31800	877250	100800	27930	1373300	7580	8000	393800	16200	160950	16300	64600
3/29/2015	408040	51840	176400	8800	108360	21200	869000	83520	29070	1385700	6640	7500	393020	17100	153620	14600	64600
3/30/2015	408040	52480	157500	10900	112770	23200	880000	159360	31920	1398100	6960	9000	401040	18360	130500	14800	67040
3/31/2015	391880	50880	134750	8500	103950	26400	822250	263040	29070	1303000	6240	6500	380920	16740	131370	13000	62700
4/1/2015	369660	47360	114100	8500	102060	28000	814000	275520	29070	1283400	5920	7500	369460	18720	129630	12900	60800
4/2/2015	365620	46080	114100	9700	100800	28600	811250	268800	26790	625840	5600	8500	358600	16920	307110	12800	64600
4/4/2015	349460	45440	111650	12900	99540	27000	849750	269760	24510	590840	5280	5500	353100	17280	440220	12100	58900
4/5/2015	361580	41600	108500	8400	102060	22200	819500	198720	25650	597040	4800	6500	347920	17820	148770	11800	55100
4/6/2015	357540	40960	106050	9200	101430	20000	800250	206400	26790	637340	5440	6000	353100	18360	102660	12000	53200
4/7/2015	355520	42240	101150	8100	93870	26000	789250	286080	25080	1215200	4560	7500	338340	13680	120930	10600	55100
4/8/2015	361580	43520	100100	9300	98280	26000	797500	290880	23940	1174900	4160	5140	326700	14760	133980	10900	47500
4/9/2015	461140	49920	144200	9300	113400	36060	849750	320640	30850	671440	8560	6500	366620	14040	138710	13700	77900
4/10/2015	8340	102720	418250	28600	519120	66920	1078000	458880	78660	1104000	43200	27500	1029600	18180	220110	53700	493860
4/11/2015	393600	99840	350700	20300	284760	31200	1039500	338880	72390	1106020	20320	20500	842600	19440	190530	39000	372400
4/12/2015	180920	80000	258650	15700	209790	33600	998250	295680	59280	386820	13440	17500	675400	18540	176610	28800	188640
4/13/2015	81940	72640	235900	15200	183330	22800	970750	293760	59850	724780	12570	12500	591800	20880	143550	24300	133000
4/14/2015	9220	67200	205800	12900	161280	29400	902000	336960	54150	515180	10060	8000	527860	17460	142680	20400	102600
4/15/2015	583780	63360	182350	11900	145530	25400	869000	328320	53580	375680	10080	6000	488260	16920	140070	19500	79800
4/16/2015	551460	58880	179900	12100	141750	25600	877250	311040	48450	285480	9260	6000	458700	15840	150510	17600	79800
4/17/2015	541360	56320	161700	10500	135450	28800	861520	305280	49590	212380	8720	5500	443940	17100	198360	16800	76000
4/18/2015	517120	52480	167650	9900	131040	26000	863500	289920	46170	798540	7850	5000	422720	16380	161820	16100	60800
4/19/2015	492880	56640	170800	11600	131670	23800	882750	284160	45030	180380	6640	4500	429000	18540	153120	15900	58900
4/20/2015	555500	64000	247100	12600	153090	42520	929500	291840	48450	313680	12960	7500	467500	19080	146160	17400	100700
4/21/2015	559540	60160	195650	11300	151200	33600	891000	318720	49590	357080	10800	6000	479140	18360	149640	19600	91200
4/22/2015	482780	54080	154700	10700	135450	28400	866250	312000	43890	183480	8560	5000	438120	17640	138330	17400	66500
4/23/2015	464600	51840	137200	9400	129150	33600	860750	345600	45030	860840	7760	5000	424600	17460	302760	18500	66500
4/24/2015	450460	47680	131600	10600	122220	28600	833250	340800	35910	693140	6720	4500	409060	16380	227940	19400	57000
4/25/2015	428240	45120	131600	9400	118440	31600	819500	312000	37050	1317500	6400	4500	398200	17640	141810	15000	53740
4/26/2015	533280	54080	187600	12400	146790	42600	907500	266880	47880	1522100	11520	6000	478820	18900	171020	17500	95000
4/27/2015	559540	51520	164500	12200	141750	32260	874500	256320	46170	1605800	9600	6000	504900	18720	131370	16800	72740
4/28/2015	505000	49920	150850	10700	127260	35320	825000	289920	19950	1444600	8080	5500	455400	16740	135720	19700	57000
4/29/2015	585800	45440	147700	9600	122850	35800	819500	289920	12540	1444600	6720	5500	603760	15660	122670	17800	57000
4/30/2015	634280	45440	138600	10700	120960	33920	814000	278400	12540	1478700	6160	4500	701980	15480	132240	13400	53200
5/1/2015	636300	42240	117950	12700	115290	33600	786500	276480	16530	1453900	5920	4500	683100	16380	128760	12600	51300
5/2/2015	523180	38720	119700	13700	105840	30200	794750	268800	14250	1308200	5200	4000	530200	16380	117450	12300	47500
5/3/2015	406020	40640	126000	8700	108360	25200	816750	227520	13680	1187300	4400	4500	393340	16740	136590	12300	38000
5/4/2015	397940	39040	134050	9100	108990	30780	808500	231360	13110	1240000	5360	4000	382800	17100	117450	11800	34200
5/5/2015	343400	38400	113750	9000	105840	37000	781000	295680	13110	1094300	4320	4000	261340	15660	115710	10200	38000
5/6/2015	391880	40640	115150	9200	102060	34600	803000	273600	13680	1119100	4480	3500	299840	14940	235770	10700	34200
5/7/2015	357540	41280	105000	9100	98910	37920	779020	269760	11400	1106700	4640	2500	350880	14400	124410	10600	34200
5/8/2015	367640	38720	102900	10300	108360	32920	783750	264960	11400	1091200	4080	4000	338420	14040	120930	10200	30400
5/9/2015	367640	40640	113050	10900	102060	43000	805750	266880	11970	1088100	4560	4000	337640	14580	141810	10800	34200
5/10/2015	395920	47040	87500	9100	111510	30200	858000	242880	12540	1202800	5840	6000	350120	17820	163560	12000	26600
5/11/2015	411220	71360	177100	9200	117180	63720	990000	260160	13110	1255500	10320	6500	365200	18720	193140	16400	42340
5/12/2015	492880	88000	222600	11600	137340	72800	1001000	299520	11400	1466300	13980	8000	417540	17640	198860	18400	72200
5/13/2015	430260	75520	154000	9800	120330	40000	926750	282240	12540	1286500	8000	7000	397920	18540	240990	16700	45600
5/14/2015	511060	64000	130900	10000	111510	45320	885500	267840	14250	1326800	6960	6500	492980	18000	145290	15000	36100
5/15/2015	432280	63040	121450	9800	111510	52800	888250	259200	13110	1190400	5360	7000	366540	17100	149640	14600	43700
5/16/2015	498940	70080	156800	10000	120330	61800	940500	239040	10830	1323700	7820	6000	393800	18180	185310	16000	55100
5/17/2015	517120	66560	167300	9500	126630	40520	979000	178560	11400	1404300	8720	7000	398200	21780	211410	17000	49400
5/18/2015	513080	67520	172550	10500	125370	33600	995500	117120	12540	1491100	8240	7500	412040	21240	189660	21100	43700
5/19/2015	472680	61440	137200	9600	111510	39400	968000	136320	12540	1622200	5680	7000	364200	18360	158340	16500	38000
5/20/2015	438340	57920	117600	10100	103320	33180	880000	110400	11400	744480	6080	5000	364100	19440	261870	15800	30400
5/21/2015	416120	54080	117250	9400	104580	37520	877250	103680	11400	956840	5040	5000	346500	15660	145290	15600	30400
5/22/2015	404000	48640	105700	8900	98280	36600	860750	99840	11970	1178000	4800	5000	337240	18720	148770	15200	30400
5/23/2015	396500	45440	95550	8200	98280	32000	847000	94080	11400	1085000	4960	5000	319320	18720	151380	12600	28500
5/24/2015	371680	42560	102200	8400	99540	23800	830500	80640	11400	1066400	3840	4500	309100	18720	141810	12800	24700
5/25/2015	371680	42560	106050	7700	100170	23920	797500	78720	10830	1069500	4400	5000	305800	16920	127020	12600	17100
5/26/2015	375720	40000	108500	8300	102060	24200	800250	81600	9690	1109800	4480	5000	311300	19980	136590	12600	20900
5/27/2015	365620	40960	95200	8800	92610	39000	822250	110400	9690	1041600	4250	4500	296220	17100	137460	11700	20900
5/28/2015	355520	40640	90300	8900	93870	32400	797500	100800	8550	1010600	3920	4500	290400	16200	142680	10920	13300
5/29/2015	349460	35520	93100	7500	88830	31200	814000	97920	8550	964100	3760	3500	281320	16200	134360	11200	13300
5/30/2015	343400	34880	95550	8800	85680	32600	783750	125760	9690	957900	3520	4500	274540	15300	142680	11000	13840
5/31/2015	539340	61440	255850	12000	136080	117680	965250	178560	9690	1416700	15840	8500	412500	18900	248820	25600	153900
6/1/2015	0	0	0	0	0	0	565640	207360	0	1418540	0	0	628740	0	0	0	0
6/2/2015	420160	68160	152250	10000	86940	23200	1001000	180480	10260	1550000	4960	6000	480560	14220	145290	18800	45600
6/3/2015	521160	79680	180250	12200	127890	34800	928290	150720	13680	1401200	5920	8000	428540	20160	175620	22400	53200
6/4/2015	436320	68480	159250	10800	115290	32800	888250	144000	11970	1478700	4720	8000	510720	20340	155730	19500	34200
6/5/2015	430260	57920	148050	10300	106470	30000	866250	143040	13110	1364000	4860	6000	452740	18360	154860	16300	28500
6/6/2015	472680	53760	131600	8500	102060	30000	880000	145920	11400	1091200	3520	6000	346820	18720	152250	14600	26600
6/7/2015	434300	46720	136500	9000	98910	21800	863500	118080	11970	1057100	3760	5000	336600	18180	143930	13600	20900
6/8/2015	565600	90240	189350	16700	250890	78680	1014750	217920	13110	1656600	23770	18000	398200	18360	259260	37560	286000
6/9/2015	22480	288000	503650	41300	461170	90740	454780	330240	29640	1500000	50060	39000	976660	23400	297050	116480	420840
6/10/2015	199100	154240	395850	20000	208530	52000	593140	215040	23940	1153780	15680	17000	633960	21060	588990	49300	198140
6/11/2015	50200	110080	253050	15800	152740	51200	496890	192000	18810	1223240	10460	12500	523920	21960	449790	33300	83600
6/12/2015	616100	84800	197050	13000	129430	47200	1036750	183360	15390	962840	8880	10000	453520	19260	191400	25700	53200
6/13/2015	11240	76800	231350	15800	187110	54200	1025750	200640	14820	1199040	12880	13500	486200	21420	191400	24500	112640
6/14/2015	463720	84480	466900	26000	314370	43800	1031250	217920	32490	852860	28780	26500	844020	23220	193140	41500	361540
6/15/2015	309340	68160	319900	22600	238350	39800	998250	191040	42750	771220	20800	19500	754600	23580	163560	34600	248900
6/16/2015	120320	66240	254450	18100	183960	58400	965250	202560	34200	818980	16080	15000	620120	23940	171390	28200	127840
6/17/2015	203140	83840	322000	15700	174510	67200	1039500	264960	35910	840680	21440	19000	748180	22680	215020	32500	116440
6/18/2015	205160	69120	219800	13900	146440	45400	979000	319680	33630	1362740	12960	13000	823440	21420	188790	26500	77900
6/19/2015	90020	65280	230300	12800	141120	60860	1000560	325440	31350	1179840	12320	11500	642260	22500	198360	26800	85500
6/20/2015	25960	65280	213500	11600	129780	48400	1009250	286080	29070	1003140	10320	11000	540740	22500	212280	27300	68400
6/21/2015	638320	57600	203000	10900	134820	33800	976250	267840	30210	959740	9680	11000	515120	22500	194010	25700	58900
6/22/2015	9220	56640	218050	11600	139510	41720	990000	271680	27360	1605800	12480	10500	517000	23220	170030	24800	68400
6/23/2015	591860	52800	178150	10500	127540	43800	954250	294720	29070	1481800	8720	10000	477580	22860	173130	21900	51300
6/24/2015	545400	46400	156100	11800	112770	39600	921250	302400	25650	1348500	7520	8500	437020	20700	160080	19300	43700
6/25/2015	527220	44160	138250	9200	106470	34800	904750	285120	23940	1286500	6320	8000	414700	19980	158340	18100	43700
6/26/2015	66620	273600	455350	43300	452480	111000	308170	248000	42180	1167040	48240	37000	449500	30420	14540	104420	274280
6/27/2015	598180	285760	502250	43200	462210	109840	330170	12800	43890	1686900	62340	40000	962060	30420	78920	113460	102220
6/28/2015	398780	230400	484400	33900	319410	45600	421780	411840	41610	1781260	31440	21000	1459960	28080	31080	72500	94320
6/29/2015	537600	152320	379050	24900	222320	43000	681140	348480	31350	475460	18480	17000	943800	25560	307980	46300	395200
6/30/2015	332420	128960	325850	22100	193060	44800	582140	351360	26790	675120	16480	14500	849700	25920	213150	38200	304540
7/1/2015	180920	104320	261450	18400	160300	43000	1137290	337920	24510	908880	14570	11500	762300	23940	386280	32200	205200
7/2/2015	85980	85760	224700	14300	142310	38000	1067000	321600	21090	1232540	11840	11000	682180	20700	458490	28000	167740
7/3/2015	13260	73920	196350	13900	135450	36200	1017500	300480	18810	1725000	9840	9500	595740	21780	403680	24600	138700
7/4/2015	624180	64640	180600	12800	125020	30600	973500	269760	17100	1559300	8560	8500	523600	22320	180960	22000	121600
7/5/2015	575700	57280	162400	11200	113400	28800	915750	246720	15390	1484900	7120	9000	473640	20340	156600	18700	106400
7/6/2015	555500	49920	161700	11600	112140	28320	913000	262080	15960	1364000	7260	6500	442200	20160	151380	17400	100700
7/7/2015	565600	49280	149450	10200	104580	34800	937750	289920	14820	1308200	6960	7000	415800	22140	158340	15600	91200
7/8/2015	57700	50880	204750	14300	129780	47400	921250	337920	16530	1021740	11120	8000	533500	23220	179220	18200	190000
7/9/2015	138500	66240	227500	12600	149310	103160	995500	341760	17100	1186040	17240	12000	593540	24480	204700	24000	203300
7/10/2015	438040	124480	398650	18950	218260	68600	719640	362880	21660	758820	24160	18000	835540	26100	267090	50300	412840
7/11/2015	197080	94720	271950	15000	167580	56400	516140	332160	21660	1430940	13280	15000	674940	24660	208310	32120	233700
7/12/2015	124360	79360	252000	14200	152110	59400	1097250	310080	20520	1226340	12880	11500	613800	23400	198360	27500	178600
7/13/2015	92040	75200	245000	12400	148680	48800	1094500	334080	18240	1195340	13520	11000	598400	24120	180090	26400	167740
7/14/2015	17300	65920	206500	11900	134190	47800	1031250	355200	41610	1658500	10800	10000	533360	23400	173130	22800	159600
7/15/2015	620140	56640	183050	10800	126000	46400	984500	269760	33630	1503500	8880	9000	479140	20700	172260	20100	143040
7/16/2015	577720	50560	164150	10100	116830	45600	937750	268800	29640	1379500	7760	7500	445360	19980	167040	18100	136800
7/17/2015	565600	46400	159950	9300	110250	45600	921250	317760	29640	1345400	6810	7000	430100	19800	161820	18000	117800
7/18/2015	541360	43840	156100	11200	107100	37800	929500	289920	27360	1308200	6240	6500	408420	20520	168780	17200	112100
7/19/2015	513080	39040	154700	8900	106470	27000	904750	250560	22800	1252400	5520	6500	388300	21600	164430	16400	104500
7/20/2015	502980	38720	133700	9000	102060	28400	904750	142080	21660	1193500	5600	6000	369600	19080	281880	15500	108300
7/21/2015	500960	40960	141750	8600	104230	49140	888250	180480	20520	1199700	5900	6500	363640	18000	452400	13700	121600
7/22/2015	505000	44800	59850	8800	102690	38200	891000	179520	20520	1150100	5680	5500	352000	18000	455400	14600	112100
7/23/2015	470660	38400	59850	7900	100170	35400	869000	168000	18240	1153200	4560	6000	334400	16740	184440	13600	106400
7/24/2015	494900	35200	59850	8500	91350	36400	849750	155520	18240	1126200	4400	5000	405900	16740	322280	14100	105040
7/25/2015	517120	35200	59850	7300	90720	28200	844250	149760	18810	1168700	4160	4000	458700	17640	428910	12200	106940
7/26/2015	525200	32000	59850	7300	110880	22200	841500	141120	18810	1179000	4320	5000	467040	19080	388890	12300	117800
7/27/2015	497500	31680	59850	8700	107730	28400	830500	146880	14250	1215200	4240	5500	406220	18900	130500	12300	135440
7/28/2015	446420	28480	94080	7400	102970	33400	816750	192000	13680	1091200	4560	4500	338020	16380	139200	10700	123500
7/29/2015	521160	38400	97920	8700	96390	37000	822250	181440	15960	1153200	4400	4500	488400	16380	140940	11200	131100
7/30/2015	466620	43840	99840	7200	97020	41600	827750	189120	19380	1100500	4320	4000	378400	17100	157470	11200	152540
7/31/2015	393900	36480	96000	8000	88200	38400	808500	177600	13110	949600	3920	5000	279400	16380	141810	10700	129200
8/1/2015	383800	32320	89280	7400	85050	30400	808500	171840	13680	964100	3920	4000	266200	14580	137460	9400	112100
8/2/2015	381780	28800	96960	6900	85960	17200	805750	146880	14250	911400	3280	4500	263860	14760	126150	10100	115900
8/3/2015	395920	29120	91520	8200	83790	25600	786500	146880	13110	951700	4880	4000	269500	15840	118320	9200	112100
8/4/2015	375720	28800	84480	7700	82530	35200	803000	181440	11400	883500	3360	5000	254100	15660	111360	8500	92280
8/5/2015	377740	29440	82880	6700	78120	38000	786500	162240	11970	855600	3360	3500	262760	15120	120060	8800	78440
8/6/2015	361580	27520	83200	7030	74970	28400	778250	163200	10830	840100	3520	3500	235720	13500	115960	8200	76000
8/7/2015	357540	27520	84800	7000	77490	27060	767250	202560	10260	846300	2780	4500	218900	13320	108750	8600	45600
8/8/2015	363600	29440	84800	8800	73710	27120	772750	177600	13680	815300	2960	4000	229900	12060	120060	8400	38000
8/10/2015	456520	67200	84800	8300	96670	75040	910250	180480	15390	1019900	7280	5000	265420	15300	174000	10700	96900
8/11/2015	456520	67200	84800	8300	96670	75040	910250	180480	15390	1019900	7280	5000	265420	15300	174000	10700	96900
8/12/2015	397940	40960	84800	7300	83790	37800	844250	142080	10830	905200	4460	3000	240900	14220	140940	8800	57540
8/13/2015	397940	36160	84800	7300	80010	44600	797500	125760	10260	824600	3760	4500	228800	14760	131370	9300	51300
8/14/2015	373700	33280	84800	7200	77490	35320	797500	130560	11400	818400	3360	4000	222520	14220	126150	8700	51300
8/15/2015	373700	30720	84800	8600	77490	32600	797500	129600	12540	796700	3360	4000	213400	17640	125280	8400	53200
8/16/2015	373700	26880	84800	6600	85050	23800	794750	112320	13110	806000	2880	3500	218900	16200	129630	8000	55100
8/17/2015	371680	27520	84800	7600	85960	22600	792000	114240	14820	815300	3360	3500	220000	16380	119190	7900	62700
8/18/2015	367640	25600	84800	7900	82530	35400	772750	159360	11970	799800	3120	4000	213400	14580	122670	7200	57000
8/19/2015	475280	38400	349440	8200	193410	89520	932250	345600	29640	1091200	17680	8500	266520	15840	209670	14700	218500
8/20/2015	468640	39360	349440	8400	121590	47920	937750	369600	21660	1085000	6480	6500	275000	14940	161820	15800	222300
8/21/2015	428240	33600	349440	8000	102690	39320	885500	321600	17670	942400	4080	5000	252540	15120	141810	12600	163400
8/22/2015	412080	29120	349440	9300	92610	38600	819500	279360	13110	899000	3280	4500	233520	14040	139200	11600	142500
8/23/2015	393900	26880	349440	7800	89740	50400	819500	283200	15960	874200	3840	4500	233200	14400	146160	12400	153900
8/24/2015	404000	26240	349440	6800	91980	44400	822250	285120	17100	864900	3280	5000	236820	17820	121800	11800	165300
8/26/2015	367640	25280	349440	8200	80640	39600	745250	395520	14250	762600	3200	3500	212620	13680	117450	9100	148200
8/27/2015	357540	23680	95360	7800	78120	32200	781000	416640	11970	818400	2720	4000	207900	13680	116580	8600	144400
8/28/2015	359560	22720	87040	7500	77490	31600	764500	365760	11970	778100	2800	3500	208540	14220	115710	9000	142500
8/29/2015	347440	21440	89280	7500	76230	30000	778250	349440	10830	756400	2400	3000	199100	14220	115710	9200	134900
8/30/2015	363600	20160	87360	7500	81900	22000	781000	284160	14820	784300	2880	4000	206800	15300	123670	9400	144940
8/31/2015	365620	22400	96320	8900	85050	20460	800250	275520	14250	833900	2720	4500	214820	16020	110490	8700	153900
9/1/2015	347440	23040	77120	8200	82530	29600	761750	367680	14820	762600	2640	4000	199100	14400	102540	6800	152540
9/2/2015	424200	24320	119680	8200	121770	50400	781000	368640	17670	942400	4320	4500	303600	14940	145290	9000	184300
9/3/2015	377740	23040	96000	8400	105210	32400	805750	397440	14820	945500	3040	3500	212160	14940	125280	8200	100700
9/4/2015	357540	20480	95040	8200	101430	40040	781000	422400	14820	837000	2400	3500	208540	16380	112230	8400	96900
9/5/2015	359560	28160	117440	8900	96670	59760	849750	400320	14820	852500	3200	5500	206800	14580	170520	8000	97440
9/6/2015	373700	33280	131840	7800	92610	32200	976250	303360	14820	902100	3440	3500	224720	14940	197490	10600	106400
9/7/2015	355520	23680	110400	6700	85680	25600	847000	245760	16530	846300	2560	3000	213720	14760	129630	9200	100700
9/8/2015	371680	24640	102720	6900	88200	25200	833250	282240	18240	852500	2800	5000	216700	16200	140070	9000	104500
9/9/2015	434300	35840	143680	7600	106470	57900	882750	369600	26790	961000	7280	5500	239020	16020	156730	10000	152000
9/10/2015	446420	35840	131840	6600	109620	37060	888250	350400	15960	1054000	3920	4000	248600	15300	155730	12800	138700
9/11/2015	416120	32320	117120	7700	96040	31200	838750	335040	17670	883500	3280	4500	232100	16380	138330	11200	129200
9/12/2015	464600	32640	137920	6200	98560	40200	874500	327360	23940	1019900	4080	4500	253000	17820	153990	11200	163400
9/14/2015	430260	34240	104640	7100	95760	22000	814000	303360	19380	945500	3360	5000	250340	20160	120060	11200	141140
9/15/2015	399960	30400	99840	7100	89460	29600	783750	312960	16530	843200	2960	4000	224400	16200	120930	8700	129200
9/16/2015	387840	24960	93440	6000	84420	29000	775500	347520	14820	806000	2800	4000	212620	15660	75690	8500	138700
9/17/2015	375720	25600	82880	5500	78750	31600	731500	398400	14250	791400	2640	4000	207900	14760	61530	8400	140600
9/18/2015	373700	24640	85760	6300	78120	28000	748000	372480	15390	781200	2720	3500	206800	16200	46610	7900	118340
9/19/2015	577720	58880	196160	8600	151830	82620	948750	439680	38760	1419800	8720	7500	339760	18180	180840	14100	218500
9/20/2015	227380	223040	202880	15400	327110	89860	936890	538560	51300	1042320	22240	23500	537760	19800	568980	65200	450300
9/21/2015	15280	111680	215680	10400	174160	29380	513390	408000	28500	1108540	6400	11500	380140	21060	194880	30400	148740
9/22/2015	579740	83840	152320	8900	146160	33600	1025750	376320	23370	1441500	4400	8500	331740	17100	313200	20800	142500
9/23/2015	507020	64640	129920	8500	122850	30600	957000	385920	22230	1323700	3760	6500	298100	17460	443700	16900	140600
9/24/2015	492880	51200	112640	7200	118090	32400	921250	362880	21250	1209000	3200	6500	280820	16380	422820	15100	140600
9/25/2015	466620	44800	104000	7300	104230	32400	860750	342720	19380	1103600	3280	5000	270600	16740	128020	14900	152540
9/26/2015	434300	40320	103360	7300	98910	29200	847000	348480	20520	1057100	2880	5000	262900	15840	131500	14100	155800
9/27/2015	442380	36480	98240	7400	98280	19400	855250	384000	17670	1050900	3120	5000	264960	16560	126900	13500	155800
9/28/2015	424200	37120	98880	9100	99540	25200	836000	349440	19380	1091200	3520	5000	253000	17640	89490	13000	157700
9/29/2015	401980	35200	89280	8000	89460	28200	808500	471360	18240	1007500	2880	4500	245940	14940	90360	11200	153900
9/30/2015	392460	31680	88320	7900	85960	28600	808500	386880	14820	982700	3120	4500	234300	15120	93090	10800	153900
10/1/2015	387840	31040	85120	6600	86310	26000	794750	330240	16530	954800	2960	4000	228800	14040	96570	10300	155800
10/2/2015	371680	31360	88000	7200	84420	24600	781000	292800	13680	895900	2560	3500	221740	15660	91350	10200	148200
10/3/2015	369660	27520	78400	6600	83440	22920	789250	313920	14250	914500	2720	4500	212300	14040	122670	9900	123500
10/4/2015	349460	26880	87360	7900	104860	15800	811250	404160	13680	908300	2960	3500	217800	15480	111360	10800	115900
10/5/2015	373700	31360	85120	6830	83790	17400	816750	319680	15960	976500	2880	4500	237600	17460	96080	9500	125400
10/6/2015	357540	28480	75840	7000	81270	22200	778250	359040	14820	886600	2480	4000	217800	13500	59160	8600	115900
10/7/2015	369660	24960	71360	7400	76230	24800	1064250	335040	13110	852500	2080	3500	209000	13680	73210	7800	123500
10/8/2015	359560	28480	73600	6800	73080	25400	1072500	297600	12540	886600	2000	4000	207900	12960	89610	7900	112100
10/9/2015	351480	24000	75200	7000	74340	23600	750750	296640	13110	840100	2320	4500	204920	14580	84520	8600	130280
10/10/2015	341380	24960	77440	7000	74340	32400	767250	335040	11970	784300	2400	3500	200200	13320	100050	7800	125400
10/11/2015	343400	25920	77440	7500	75600	19600	750750	319680	11400	883500	2560	5000	206800	13680	107010	8300	129740
10/12/2015	347440	24960	77760	7500	74970	24200	764500	325440	12540	880400	2480	5000	207120	14580	73720	7900	121600
10/13/2015	323200	30400	68160	6530	76230	23800	715000	339840	11400	852500	2640	3500	198320	13680	94830	6800	123500
10/14/2015	327240	24960	66240	7700	69300	22200	706750	373440	10260	830800	2640	4000	188100	13680	90610	6900	121600
10/15/2015	331280	22720	69440	6900	69300	22800	715000	351360	11970	759500	2000	3500	196440	12420	293190	6900	115900
10/16/2015	325220	25600	69760	6200	68040	21600	717750	301440	9690	796700	2080	3500	193600	12060	137460	6900	134900
10/17/2015	309060	23360	74560	5900	70560	22800	717750	267840	9690	809100	2240	3500	182920	12240	120060	6900	123500
10/18/2015	311080	21120	78400	6800	70560	16200	797500	237120	9690	806000	2640	4000	194700	14040	125280	7600	121600
10/19/2015	315120	20800	77120	7500	73710	15000	770000	244800	12540	861800	2720	4500	197220	16380	88870	7700	127840
10/20/2015	296940	28160	66880	6600	69300	20200	698500	286080	9120	852500	2240	3500	191720	12960	94960	5700	131100
10/21/2015	286840	25280	65600	6200	66150	19400	709500	309120	9120	778100	2160	3500	187000	13140	97440	6000	148200
10/22/2015	294920	21120	69120	6500	66150	26260	709500	297600	9120	742800	2240	4000	182600	12240	100050	6100	155800
10/23/2015	293480	25280	72000	7600	64890	29200	698500	289920	8550	740900	2000	3000	183240	12960	98440	5900	152540
10/24/2015	300980	22720	66240	6800	65520	22980	720500	276480	8550	768800	1600	3500	181820	11160	107880	5900	133000
10/25/2015	311080	24640	76800	6500	69930	18200	734250	360960	7980	806000	2240	3500	191720	13680	112230	6400	131100
10/26/2015	333300	26240	76480	6800	72730	14600	764500	247680	11400	864900	2640	4500	192500	14040	104400	6700	129200
10/27/2015	288860	24320	65600	6400	68040	36260	687500	286080	7980	750200	2320	3500	182600	14760	93960	5500	100700
10/28/2015	323200	21760	70720	6600	73360	45180	712250	308160	11400	858700	2960	3500	192040	12600	125280	7200	155800
10/29/2015	379760	31040	109120	7500	88830	54380	775500	319680	17670	1032300	5680	4500	225500	13680	157240	8500	275500
10/30/2015	331280	28480	74560	7400	76860	25400	748000	295680	12540	899000	2480	5000	205240	14760	126910	7300	216600
10/31/2015	313100	25280	72640	7100	75600	20800	723250	292800	11400	849400	2320	3500	194700	14580	120060	7100	207100
11/1/2015	329260	22720	81600	7300	79380	27800	731500	295680	13680	905200	3120	4000	206020	14400	131370	8000	250800
11/2/2015	337340	29120	80640	7400	83160	21800	709500	262080	14250	971300	3520	5000	218900	18000	120060	8900	216600
11/3/2015	323200	26240	62720	7420	75600	23800	712250	297600	13110	889700	2720	3500	201300	14940	105270	6500	216600
